tweet_id,created_at,from_user_id,text,in_reply_to_status_id,to_user_id,location
6.25E+17,2015-07-25 00:24:27.000000 UTC,59659039,"Griffith Regional Gallery, Art Deco rules in this beautiful part of regional NSW. http://t.co/ZmygZGXuzO",,,USA
6.25E+17,2015-07-25 00:24:28.000000 UTC,36338627,When the hell are politicians going to step up and do what they are paid to do - Govern with compassion for ALL .. @IDAUSA @GovRauner @peta,6.25E+17,14192000,USA
6.25E+17,2015-07-25 00:24:28.000000 UTC,15286791,Inspired by infinite galaxies! 🌌 #makeup #beauty #eternaldreamer #melbourne #meccabeautyjunkie https://t.co/T6JfQONSw6,,,USA
6.25E+17,2015-07-25 00:24:28.000000 UTC,48817380,So true.....would be funny if it wasn't so outrageous.... http://t.co/aPXd9nTUmd,,,USA
6.25E+17,2015-07-25 00:24:28.000000 UTC,431230788,RT @newmatilda: #choppergate explained in pictures - we're all in this together! #auspol http://t.co/HWqSy6Ic3D http://t.co/oZjZGwAKiD,,,USA
6.25E+17,2015-07-25 00:24:28.000000 UTC,24096375,@puff_stuff Enjoy the show!,6.25E+17,1160094690,USA
6.25E+17,2015-07-25 00:24:28.000000 UTC,443478892,RT @1DInsideReport: Inside the stadium! #OTRAWinnipeg #7-10 http://t.co/MDZRAXYKG5,,,USA
6.25E+17,2015-07-25 00:24:28.000000 UTC,247716265,"RT @daveyk317: @JulianBurnside apparently JOE HOCKEY has charged the TAXPAYER 13 times to visit his farm in CAIRNS.
Is this true?
#auspol",,,USA
6.25E+17,2015-07-25 00:24:28.000000 UTC,22991874,@jayhjay432 They look so yummy!! I want!!,6.25E+17,266817955,USA
6.25E+17,2015-07-25 00:24:28.000000 UTC,69794025,A new masterpiece: Stadiumx - Wonderland ft. Angelika Vee by @theedmnetwork https://t.co/HGSsZjelPn on #SoundCloud,,,USA
6.25E+17,2015-07-25 00:24:29.000000 UTC,621863877,RT @thenewr0mantics: 😊😊😊😊 http://t.co/v2lOxjU7Tn,,,USA
6.25E+17,2015-07-25 00:24:29.000000 UTC,474529898,I almost never remember my dreams but I am quite sure I was dreaming of elbow hooping moves last… https://t.co/tXTNrnOVSF,,,USA
6.25E+17,2015-07-25 00:24:29.000000 UTC,198074883,RT @billshortenmp: And in this afternoon's debate every view will be offered and that is as it should be.#ALPConf2015,,,USA
6.25E+17,2015-07-25 00:24:29.000000 UTC,166496708,RT @benpobjie: I'm sorry *kicks refugee children as hard as possible in the face* Can I be in the shadow cabinet now?  https://t.co/l5tSA8M…,,,USA
6.25E+17,2015-07-25 00:24:29.000000 UTC,719291444,RT @BrooksBeau: Sunset vibes. New dirty pig stuff soon https://t.co/QFIgpzSVgv,,,USA
6.25E+17,2015-07-25 00:24:29.000000 UTC,43109416,#BlogKitch: A Message to Lee Kernaghan | http://t.co/NudoL4URj2,,,USA
6.25E+17,2015-07-25 00:24:29.000000 UTC,1663792771,"bananas are the most abnoxious fruit. is it not enough that someone is eating u. why do we ALL have to smell u too, smh.",,,USA
6.25E+17,2015-07-25 00:24:29.000000 UTC,15437676,Dennis Rodman endorses Donald Trump... this is the man who chilled with Kim Jong-Il right.,,,USA
6.25E+17,2015-07-25 00:24:29.000000 UTC,599328069,A person who smokes a pack of cigarettes a day will on average lose two teeth every ten years.,,,USA
6.25E+17,2015-07-25 00:24:29.000000 UTC,475749914,"Photoset: recipesforweebs: Pasta is great. It’s like hey, let me take delicious things like butter,or meat,... http://t.co/4kqK6kZmFE",,,USA
6.25E+17,2015-07-25 00:24:30.000000 UTC,405914383,RT @pakalupapito: The only joke my mom ever made was me,,,USA
6.25E+17,2015-07-25 00:24:30.000000 UTC,204273771,RT @ParisMatch: En images- Les #acrobaties du #mulot   &gt; http://t.co/7JkYkRLoL1 http://t.co/ktQlZpRu3e,,,USA
6.25E+17,2015-07-25 00:24:30.000000 UTC,1645147958,RT @YOONG1TRASH: OHMYGOD THIS IS SO CUTE HAHAHAHA http://t.co/eYikPp2ZVm,,,USA
6.25E+17,2015-07-25 00:24:30.000000 UTC,1549317500,The entitled politician who preaches austerityas they wine and dine their way to a minimal impact For nation #Auspol http://t.co/G51Y9ARClz,,,USA
6.25E+17,2015-07-25 00:24:30.000000 UTC,168074460,RT @ThumpersAunt: Politicians’ ‘age of entitlement’ costs us $500 million a year http://t.co/rkUKIxvqjr,,,USA
6.25E+17,2015-07-25 00:24:30.000000 UTC,818657424,RT @atlwtmgc: ive never related to something more ohmygod. I'd get bashed for using an android like pls stop my mom works for this http://t…,,,USA
6.25E+17,2015-07-25 00:24:30.000000 UTC,1557392298,RT @hellokaty: when you're too short to take a mirror selfie in public.. http://t.co/wCVs2TLOo7,,,USA
6.25E+17,2015-07-25 00:24:30.000000 UTC,91104734,"For there are three that bear record in heaven, the Father, the Word, and the Holy Ghost: and these three are one. http://t.co/IKOQBGqgDj",,,USA
6.25E+17,2015-07-25 00:24:30.000000 UTC,203459909,@ValaAfshar great tweet. People forget everyone indv/co. Has to start from somewhere!,6.25E+17,259725229,USA
6.25E+17,2015-07-25 00:24:30.000000 UTC,64987427,@danisfahreza itu gak enak tapiiiieeh,6.25E+17,189724700,USA
6.25E+17,2015-07-25 00:24:30.000000 UTC,25423288,"RT @SenKimCarr: Support for a high-quality public education system, from preschool to university, is part of Labor’s DNA. #ALPConf2015",,,USA
6.25E+17,2015-07-25 00:24:31.000000 UTC,29331807,"@audrey_nay that would be difficult but important they know that ""dipped the ball"" is not ok. Sometimes it happens, regularly is an issue",6.25E+17,48984829,USA
6.25E+17,2015-07-25 00:24:31.000000 UTC,1359744061,@iN_Viper how long till the stream start?,6.25E+17,2761153262,USA
6.25E+17,2015-07-25 00:24:31.000000 UTC,75783286,I'll do 10 NBA questions and quote them with your answers 😊,,,USA
6.25E+17,2015-07-25 00:24:31.000000 UTC,781338816,"Bishop on stiffing taxpayers  to go to Sophie wedding http://t.co/CwYSG8U4XQ ""If we had to pay our own fares, no *astard would have fronted""",,,USA
6.25E+17,2015-07-25 00:24:31.000000 UTC,29003288,RT @Chosen_Chaos: @LNPSNIGHTMARE @nickjatan @johndory49 @mscott Remember when everyone loved Leigh Sales for ripping into Abbott about the …,,,USA
6.25E+17,2015-07-25 00:24:31.000000 UTC,300870730,RT @wattsupwiththat: Ship of Fools Leader: Humans didn’t kill the Mammoths http://t.co/MeAscvljjI http://t.co/4WaB68mBuY,,,USA
6.25E+17,2015-07-25 00:24:31.000000 UTC,565948336,"RT @daveyk317: @GuardianAus
Warren TRUSS WASTED $21K on 1 FLIGHT to give a 1 hour speech in BRISBANE on why we must have AUSTERITY!
http://…",,,USA
6.25E+17,2015-07-25 00:24:31.000000 UTC,319096609,The white girl on wild n out lowkey got bars,,,USA
6.25E+17,2015-07-25 00:24:32.000000 UTC,571705446,@cs188 please make more pooping the charts! They're amazing!,,15613794,USA
6.25E+17,2015-07-25 00:24:32.000000 UTC,1053943800,RT @aussiehoopla: NBA Aussie Watch: Portland Trail Blazers reportedly keen on signing Matthew Dellavedova http://t.co/1Lz9aeRyKn,,,USA
6.25E+17,2015-07-25 00:24:32.000000 UTC,281034161,はぁ、、、今日何したらいいかわからん。,,,USA
6.25E+17,2015-07-25 00:24:32.000000 UTC,20022913,"Last 2 RTs: We're sorry, we fucked up.",,,USA
6.25E+17,2015-07-25 00:24:32.000000 UTC,330822959,RT @JKCorden: @justinbieber I miss you x,,,USA
6.25E+17,2015-07-25 00:24:32.000000 UTC,254476759,RT @Fact: Being single will save you a thousand times more stress than being in the wrong relationship.,,,USA
6.25E+17,2015-07-25 00:24:32.000000 UTC,339436533,First book end goes down a nose. Eyes Of Love,,,USA
6.25E+17,2015-07-25 00:24:32.000000 UTC,1226652836,Beauty of a day #wollongong #beach #sunnyday https://t.co/g5ADjwxOKD,,,USA
6.25E+17,2015-07-25 00:24:32.000000 UTC,174870384,@theheraldsun jeepers. What are the odds- he's got another shark chasing him!,6.25E+17,35466620,USA
6.25E+17,2015-07-25 00:24:32.000000 UTC,103801600,RT @Protect_Wldlife: There us only one word I can use to describe the perpetrators of this barbarianism - BASTARDS!! https://t.co/RTrfgGOUSU,,,USA
6.25E+17,2015-07-25 00:24:32.000000 UTC,72442517,Touch down so good to be home !! Best trip @lifeguardmaxi @harrisonsreid #stewhoward @Namotu_Island,,,USA
6.25E+17,2015-07-25 00:24:33.000000 UTC,888609859,RT @Fact: Stop telling others about your problems. 20% don't care and the other 80% are glad you have them.,,,USA
6.25E+17,2015-07-25 00:24:33.000000 UTC,225818648,RT @jeevahasaan: Guna50days http://t.co/JYNjLD4x1G,,,USA
6.25E+17,2015-07-25 00:24:33.000000 UTC,711691441,"Education not only transforms the lives of individuals, it transforms the nation.#ALPCon2015 http://t.co/2JMJMucyCz",,,USA
6.25E+17,2015-07-25 00:24:33.000000 UTC,67739515,RT @jarvis_jackie: @FixBushInternet @pipcourtney Daughter applying for U.S.sports/college scholarships - but can't do Skype interviews with…,,,USA
6.25E+17,2015-07-25 00:24:33.000000 UTC,253450295,RT @ClaireLarsson: لما تكوني حلوى مكشوفة بس النمل عنده أخلاق. http://t.co/sIUkwLTk9M,,,USA
6.25E+17,2015-07-25 00:24:33.000000 UTC,29351138,Love this girl ! #lickit  https://t.co/DMMccX30H1,,,USA
6.25E+17,2015-07-25 00:24:33.000000 UTC,159595609,@dnydn @TansOFun001 never seen a raw egg in it before. What's the dish called?,6.25E+17,24486601,USA
6.25E+17,2015-07-25 00:24:33.000000 UTC,266064317,Daily Horoscope for Virgo: You may accuse someone of something based upon third-hand information. This is a mi... http://t.co/JVNUA9W9W0,,,USA
6.25E+17,2015-07-25 00:24:33.000000 UTC,203898346,On a long road trip with these pups in the back seat. https://t.co/zIsutC5sAB,,,USA
6.25E+17,2015-07-25 00:24:33.000000 UTC,1590664694,@niceIads thankyou,6.25E+17,2951685886,USA
6.25E+17,2015-07-25 00:24:33.000000 UTC,48972049,RT @Incredible_Data: The World's deadliest animals http://t.co/bfvLli6vci,,,USA
6.25E+17,2015-07-25 00:24:34.000000 UTC,240399801,@elizabethredman! http://t.co/qGDtzUqVZH,,37916253,USA
6.25E+17,2015-07-25 00:24:34.000000 UTC,225761629,"@kfordsa @athena1949 @CJSTanner Thanks, Mel!",6.25E+17,997712946,USA
6.25E+17,2015-07-25 00:24:34.000000 UTC,1166019626,@ohhhcharles ….that will get us drunk rather quickly. *takes the cards and shuffles them*,6.25E+17,1250115685,USA
6.25E+17,2015-07-25 00:24:34.000000 UTC,182212581,"♫Annie's Song by John Denver, from #SoundHound with LiveLyrics® http://t.co/wzr6qNVlji",,,USA
6.25E+17,2015-07-25 00:24:34.000000 UTC,1271058667,I was real live boutta cry lol,,,USA
6.25E+17,2015-07-25 00:24:34.000000 UTC,365346594,Saturday and Sunday - Open House Melbourne - heritage building houses the Australian Tapestry Workshop - South... http://t.co/6BNZKLFhvx,,,USA
6.25E+17,2015-07-25 00:24:34.000000 UTC,25423288,RT @solarcitizens: So many people at the save our solar forum.  @SolarCouncil  #ALPConf2015 http://t.co/z0Dk3rJtDO,,,USA
6.25E+17,2015-07-25 00:24:34.000000 UTC,580849067,@coodabeenchampions what about Gazza Ablett SNR out front of the MCG,,,USA
6.25E+17,2015-07-25 00:24:34.000000 UTC,155856584,@PenrithPanthers @markMGgeyer great work by the Panthers looking after the members. Take note @TheParraEels,6.24E+17,30840927,USA
6.25E+17,2015-07-25 00:24:35.000000 UTC,343374896,"Fiji making a statement here against Samoa. England, Wales and Australia best take note. Excellent running rugby. #Bigandfast  #PNC2015",,,USA
6.25E+17,2015-07-25 00:24:35.000000 UTC,1271117767,@_kerrinaaa I've been great!! Hby?,6.25E+17,1277358067,USA
6.25E+17,2015-07-25 00:24:35.000000 UTC,94203751,WIN a year's supply of Trilogy natural skincare http://t.co/fDZqouWJe5,,,USA
6.25E+17,2015-07-25 00:24:35.000000 UTC,987222428,RT @BrooksBeau: Sunset vibes. New dirty pig stuff soon https://t.co/QFIgpzSVgv,,,USA
6.25E+17,2015-07-25 00:24:35.000000 UTC,558295705,RT @solarcitizens: So many people at the save our solar forum.  @SolarCouncil  #ALPConf2015 http://t.co/z0Dk3rJtDO,,,USA
6.25E+17,2015-07-25 00:24:35.000000 UTC,28067559,"Prince Dexter enjoying his smacko everlast including his brother 
#dogstagram #dogsofinstagram… https://t.co/eFQmnjtprX",,,USA
6.25E+17,2015-07-25 00:24:35.000000 UTC,609707511,I like your hair today @LouRansomeFOX,,,USA
6.25E+17,2015-07-25 00:24:35.000000 UTC,469128559,RT @brisbaneroar: MATCH DAY | Get to Perry Park today to cheer our boys against the Jets. FREE admission  #GoRoar #RORvMBU #PS4NPLQLD http:…,,,USA
6.25E+17,2015-07-25 00:24:35.000000 UTC,328293567,The ultimate End to End Larapinta Trail Trek is a 15 day full pack walking expedition. Supported by two expert... http://t.co/NUUjDbLlJD,,,USA
6.25E+17,2015-07-25 00:24:35.000000 UTC,935578748,We are opening this Sunday and Monday. This pic is as much about the beautiful reflections as it is about the sign. http://t.co/9bJb3JvMDV,,,USA
6.25E+17,2015-07-25 00:24:35.000000 UTC,1656432578,Как его разобрало: 'я не допущу ущерба имуществу' - мелко смотрится рядом с убитыми людьми. https://t.co/ieK1Tp86Wg,,,USA
6.25E+17,2015-07-25 00:24:35.000000 UTC,832170451,RT @Gryffinialler: @lolipopshoran + when i finally get to meet the most corniest person i know you are amazing and awesome and thankgod i t…,,,USA
6.25E+17,2015-07-25 00:24:35.000000 UTC,66266642,"Greyhound Racing Wentworth Park Saturday July 25: Wentworth Park: R2, 7.47  2. Ritza RossiWentworth Park: R7, ... http://t.co/EdrdlMfZ31",,,USA
6.25E+17,2015-07-25 00:24:36.000000 UTC,64498206,Victoria - BC Day Fireworks on August 3rd http://t.co/mVJceMioiB,,,USA
6.25E+17,2015-07-25 00:24:36.000000 UTC,114130973,RT @mami_tanaka: 周りの大人がどのようにものを見、言葉にするかが子どもの価値観を作っているので取ってつけたようにそんなこと言っても始終あの人は美人とか言ってたら台無し。 RT@iPatrioticmom それなら、人は見た目ではない。大事なのは心だと言ってあげた…,,,USA
6.25E+17,2015-07-25 00:24:36.000000 UTC,283854774,"プロってのは簡単に出来そうで出来ない事を簡単にやれちゃうんだよね。
やっぱり、意識の差。",,,USA
6.25E+17,2015-07-25 00:24:36.000000 UTC,98051064,"Seriously crushing hard! Actor, model, plays guitar and sings? Just a plus he's so handsome too 😍 @Nathanjowens http://t.co/jpFbAhU48H",,,USA
6.25E+17,2015-07-25 00:24:36.000000 UTC,1408380302,RT @billshortenmp: I never have &amp; the Labor Party I lead will never use labels to denigrate desperate people. Fleeing persecution is not a …,,,USA
6.25E+17,2015-07-25 00:24:36.000000 UTC,580855814,That performance 👏👏👏👏👏👏👏👏👏👏,,,USA
6.25E+17,2015-07-25 00:24:36.000000 UTC,465260554,@luciebeexxx @IGN I recall @femfreq discussing it a while back.,6.25E+17,232403947,USA
6.25E+17,2015-07-25 00:24:36.000000 UTC,313179314,@Bernie_au How can you ever trust the psycho Abbott with the taxpayers money..and you vote for this idiot http://t.co/YJOLj3WNiZ,6.25E+17,22345766,USA
6.25E+17,2015-07-25 00:24:37.000000 UTC,1021170025,Thanks so much #satchatoc realy got me going and lots to read and reflect special mention to @stringer_andrea for leadingand to @jimknight99,,,USA
6.25E+17,2015-07-25 00:24:37.000000 UTC,518163031,@Bulldog108 @_rebase @DrCraigEmerson am i mistaken or does that thing have machine guns on it?,6.25E+17,20111302,USA
